,idade,renda,tempo_cliente,frequencia,reclamacoes,engajamento,dias_sem_comprar,desconto,ticket,gasto_mensal
1803,61.838162607513866,5183.517716557358,1.6209110917206035,6.363640530413324,1,95.40447333314307,25.158932240287548,11.745338119576342,209.00152304804536,1938.2521242737191
656,35.04392574942595,5574.1437099273735,6.229559883862795,7.392768834238759,0,95.34807286589813,5.5109065107288995,17.882101790325304,175.01365193407756,2999.939450353598
662,56.04671026825179,5853.873697231528,2.552476970763394,1.9323188595835417,0,95.18293824706362,21.627529597983607,8.562321320212753,150.155366417758,1645.5346605594868
963,36.34172078195749,8660.491192646987,11.92246462293963,1,1,95.16490462556136,40.89378383053276,1.3868110481090774,211.917171637525,1773.4352750453013
255,35.9556410468294,5136.718147659864,2.9156769877210493,4.8828643867128445,2,95.12792408464452,10.409359023605361,10.151220382741336,304.42823830937647,2245.320490963271
831,40.92794961935211,6005.0026100230725,10.515689828079351,7.537799425318059,1,94.8889915781338,41.80814197548749,14.149377148483335,212.5551242635369,2825.7635807571965
761,59.43060208783882,4185.465713538445,5.019562080338046,9.832384327660487,0,94.8376825826065,38.6890238643019,0,75.74808797839587,2225.605808077966
60,45.860042667911124,5897.540466298523,4.0873974677176195,7.9397281064971414,2,94.80459058699589,20.39263744759876,0,211.5749567362974,1961.5084654360028
507,26.483288892179807,3268.010651006965,3.1258273217588997,9.486764766898752,2,94.73182733273141,28.42648152002814,17.283294655503735,124.81681795527749,2819.613821826831
177,41.75333260903242,7943.598637418119,2.789877899669418,9.073979771269942,5,94.71379902101646,44.72117199846823,7.961738951091644,267.10123629906474,2388.5230871278422
958,64.91958068509636,6528.59230245393,5.800714454438741,6.533482668967147,0,94.65649157466676,68.13621342192312,12.909879459567005,240.57763583028827,2719.537259163415
2187,41.34611638549622,11593.374547813428,5.172403989058675,6.273129604552378,3,94.6415279470788,20.467609417282404,18.53643027893734,278.99440170039463,3654.567335505921
266,40.53923901765275,2465.7869381698165,1.7203489945305463,5.037271632113693,0,94.62604348083751,39.637373026267895,20.31853462940088,116.66145798975526,2321.622069664685
978,42.3045748318368,5594.067385565593,6.204443980966163,7.9046195594743525,1,94.52425432545138,12.150462419262857,7.713450006725754,248.76550809845156,2762.6550216768624
576,61.0268406982416,5472.15715340903,3.4015044923064948,9.060497865337354,1,94.3196780597391,84.66185771356776,15.036202405489547,183.65590476647253,2540.1956753233762
1683,62.61545089847162,3864.465015667875,9.296125397735992,12.635162114031209,2,94.3194248967014,48.7962202175849,10.4825535266832,196.73814424563253,2798.5564945786878
1323,38.43724272807351,3851.3044205940346,4.209773619104609,9.522520571831082,1,94.31710783127431,47.47601209541506,10.06357661012127,174.98877871191158,2633.9341675642418
610,46.45359515390983,3454.116993263768,4.7663942623425655,7.441608874911442,1,94.22580542392433,8.981008938908571,10.221457934726196,155.48564174308942,2413.377275035945
300,36.37996072056657,3307.8084032560287,6.439391336264132,7.710174339795535,0,94.20279405221578,22.2905903400774,23.285426124127618,175.2641901845337,3745.9021350275625
487,26.769279571622555,5816.548302049444,8.589112260752819,14.267154749836479,3,94.09653685107399,9.87120036614942,9.304431354589918,264.80946346764915,2906.514629333317
1563,24.92815231561305,10141.055576096842,5.595511244995762,6.82545038197848,1,94.05048369026562,26.926386216281365,8.98848539435671,109.7005311110181,2964.1007467134655
448,25.529185764077052,4273.757260387617,4.60138838969532,9.156337746833264,3,93.97061699129651,71.15546662143764,6.905606826856631,136.46041829844086,1878.5094266786318
1164,28.706777245053438,7702.623767850859,3.992029676667214,8.86163999338864,0,93.95285488827801,33.36679421274005,10.386245563863,166.93350016750628,2793.2532528461015
623,36.57328513940031,5867.445209158562,2.666824437275281,3.8136299124003523,0,93.86480729149947,21.34566148858293,10.596917427815164,230.5461775562455,1978.462641044534
1668,23.64720408548603,2148.4352058779014,6.5968117382697145,4.979595101467627,2,93.86312893479536,17.69896726261422,12.345502218822608,216.3332460601637,2399.4802156303367
671,49.793764595207975,4940.40779845079,4.893302654304251,10.607580009691638,2,93.75608691383724,28.58894720596033,2.7793253595924536,152.04916824437183,2692.0655917960476
1866,19.679199092889135,3436.579537998065,4.043568871415881,11.558389524362603,2,93.67185031325181,61.61264785870928,14.83384126778152,216.20733499664095,2413.9903758511573
2004,27.37891955019924,4540.571695315588,2.2342383819784732,6.979647922059776,1,93.6457383717755,83.73455683649382,5.90122117421676,143.50012699402743,1888.4580999938687
756,39.86943704185414,2159.252313947405,7.029633623542544,10.230077864174456,2,93.53795478313697,51.09386016562219,6.60971919583386,158.545305797864,1766.1339117276327
981,40.94169151917946,8497.986793139235,5.295815210030896,7.048421022905868,1,93.37158401810126,26.15963910215905,14.265867405096326,202.40710436197654,3181.8565209269905
420,42.18438702988142,5378.116590410519,3.9412918169291156,7.251776279614227,1,93.34221747062202,20.796520811284143,7.489084429921237,275.81264459689527,2570.32880287409
327,58.38601899869686,10674.61963771259,2.326112697476093,11.956430180367189,1,93.28968477549978,21.14502518617929,14.617426675824754,236.47793101786527,2959.080206501604
196,41.848701824298466,7792.479881195191,3.955647424126531,11.276669721704174,4,93.24888128043271,54.327363724734155,9.492623182650656,143.93619331908462,2538.1935586597633
1945,40.299929196943815,6960.933058795123,3.893819190109536,10.165891611240255,4,93.05034482155904,24.751434942033313,5.466664016693572,121.974687482782,2810.2313254466853
950,44.62190602606429,3911.3349447446517,1.6163710484265073,6.462949348883284,2,93.03252572026847,27.684544503962115,11.626410975095594,179.5075698334045,2519.490913502735
1425,29.50624304421112,4887.82871536864,5.246402343015024,3.242927632446314,1,92.93185699698641,14.476147925836667,12.773159669098911,247.53087375935104,2565.0152628688747
1082,44.13677368469149,6020.729860530738,6.105114401391015,3.772856806716203,3,92.91836140542893,17.690923733376195,14.943665537802428,118.150246989387,1787.4178173744244
1033,40.097312991085516,24508.562475129103,7.2128292316770946,10.63447681707351,1,92.89258257336405,55.90432900384248,12.158273490067764,278.6072910142669,3857.0901969512192
2070,49.19022420144204,5401.631790781692,11.880101731952626,4.298970023027891,0,92.82297200683473,28.216188229528385,19.151269550475043,175.6697485559541,3330.6533514651337
2032,37.443172734296866,3138.326578275965,1.9721547270660205,3.9024664396342974,2,92.80773169949887,23.824803962110842,0,104.51389544319866,2023.5095574094034
875,38.62220735262241,5181.841124431882,3.080694926890894,6.718009739831117,1,92.72873752533471,63.75671307174753,14.011425909920968,162.16502736388762,1805.667756702458
1874,38.509291737561135,7548.958711385082,2.4389264643346515,9.085969038595513,0,92.65289342391033,12.576681669295112,8.9272407818662,232.32079664878268,3314.2846183299916
1862,57.57900982658895,6048.43399479663,4.561525371906927,2.8545019915141383,2,92.64366003602615,53.9515350538024,15.55669965763592,220.8990722781168,3048.2541281803783
850,34.635970654683966,5952.449046213003,3.6350597418352693,6.606605672958516,1,92.61434810563621,8.874241252705835,13.207306873667752,210.02554052108675,3009.178947055154
277,35.11190593961704,2370.926759769131,5.694135590928907,10.689465871021653,0,92.50683093190788,67.52786502667982,3.0760447914911175,176.12946061849246,1686.3470103415104
1254,28.845336707447736,3343.9169711339514,4.561734319508976,5.89265997768039,0,92.50151973715663,29.869832716428004,11.832379032676268,131.86799357051615,2658.626296457192
2139,46.444614329321055,6714.280698098598,1.1392166460849844,9.330253156357395,2,92.47830035118113,29.6861259385297,16.560172445127105,295.67833621911814,2549.474858021175
1488,61.34257175942331,10398.934907774894,2.1648063373650603,9.006308200348382,0,92.45660631446384,20.885092287658196,8.789466973155436,179.74675932108354,2753.7565458053446
1714,52.266630229504,3287.90473827278,2.532198857606898,7.8658392347922215,2,92.44213157026377,35.217879160735244,17.224483292048873,217.4981764744217,2548.517315658655
1031,44.358994967296375,3115.0196203361415,4.2349829997563955,3.8730779410910046,1,92.37596834986958,35.282342491133456,9.859320968874743,91.42108261948545,2157.3549550948937
153,49.37243602690751,8023.468906506282,13.092112371144463,5.492546138512232,2,92.23532538984885,17.047823447406902,6.427342075398684,144.14559607326507,3106.6818863187264
1733,49.00650899395654,6110.053788831112,1.3642464438689195,4.730694403672311,2,92.22770691253699,97.86245781950083,6.071752434113629,209.6573375886307,2100.5929610614276
115,40.53554941089376,8758.049704712856,6.678383760276073,9.237146876061464,5,92.13688324000657,15.342652994407205,1.9353994074337653,130.51275046513223,2532.848822797283
166,34.83355409228797,5259.677973341629,2.6738651183206033,8.709125961067386,2,92.05664625434213,55.878611271521464,17.097576400544188,343.1135316812441,2799.7144320995603
1825,33.52259894779646,7476.373226285529,10.006640024924716,7.769993583137155,0,92.0473062336559,19.684546592874028,6.527044002701409,142.86967185451698,2589.848887468254
988,46.933211910805554,5182.424580774712,0.8436262366788287,10.661665986893576,3,92.02520974539654,10.326042631877247,10.210839357809613,168.4502059724398,1874.0814303305015
1690,28.723018923817,14125.876767376827,3.1049521138945764,4.876930630834593,3,91.98415556313228,14.671944981065447,9.387313046782648,81.61645074071697,2888.5804502744486
114,52.56500585218837,8035.465967136833,6.960465349652731,13.430484482580272,1,91.97499168781304,39.51999906647238,7.067935354716143,158.79364438616963,3122.120243630201
2111,30.369327721756683,3115.2313226802053,3.156288278139288,11.44141394473644,0,91.96449030849864,44.540875245970604,5.106801024123942,127.35788883327035,1773.3844372618162
242,27.345825153798867,2767.318496968394,0.6340854597622477,7.8804208006691825,2,91.84381983981585,36.634350940318846,15.48978957137669,218.56857322736693,2472.9122846752934
215,34.53454571914423,7319.319691539577,2.414085542604276,10.09779351787557,4,91.804860126608,40.88584291153811,13.61762950473826,229.5227156955874,1936.4320788580853
207,29.17772526103716,8979.661459087692,4.400932823822815,5.402750834632807,2,91.6073162999339,21.53552155805095,1.258373637507475,206.79547715860986,2948.582083011573
824,51.966114703276695,3636.813917546599,5.281930408395919,5.33982310150207,2,91.47529039765331,44.158868822416935,10.89378861024628,152.71496943273172,2156.8083966954473
307,29.21287306142196,10455.879354540415,9.86119908447401,13.59086713147192,3,91.39278444494805,29.604035682550403,13.276391172793383,240.50533860094777,3380.440981656007
1355,36.72107351557543,12305.49557704159,3.0405817237875934,8.356159266599144,0,91.18546943438965,19.52878703127198,8.671472760323715,320.97660132497845,3257.5752690271947
819,47.77570520982334,13464.299896583867,5.321331543596212,7.93526775015419,0,91.1404183392714,40.94359055467737,7.881996355128086,155.9858443561638,2837.5426638124163
1556,19.262847883181443,3493.2152367536287,2.789962379156247,9.597821851381559,1,91.11842787421472,16.807298835900227,12.051723028833331,211.38136366017343,2138.3164337967582
1474,40.66663714804018,6890.920068941994,6.24342068967221,2.5680985251129647,2,91.09498000281602,41.97544717683808,8.717063502841512,127.20789684840895,2406.7359338155
658,58.737153504524215,8612.547531021743,2.5233706875530775,12.174202581798603,1,91.02687480335678,30.39074292938293,2.2076722613811945,138.34142049486684,2881.451616871169
1105,42.54780037974131,4714.194675737905,7.005849941420636,9.486183845103625,4,91.02427632320611,39.15954424626706,13.08807288492731,125.69552452716513,2379.8624975020252
198,37.65011826254616,7799.6896272235945,1.5044243108857362,11.505466792485405,4,91.00601478736507,46.98436639242725,16.098806042098573,49.22638989027158,2632.9293989857315
1196,42.246479650879955,5055.880537084271,3.9298572068949453,10.195906409257216,2,90.92285737024906,25.42256731747641,13.0480869146978,157.7263944234455,2740.341738473527
283,21.491894824690757,5433.083115025893,6.9305076493568665,8.202901357303421,2,90.90672918078536,26.079068740184752,13.330905218190203,191.59163949041158,2760.3462414590886
1135,35.66406707542849,3865.3049741485443,3.584051632061512,6.847750389191618,4,90.87076776697883,55.49251077163156,4.829255601039769,215.08126437370976,2258.736197822917
1443,50.824446313706545,6682.118081412986,5.5052314448440764,8.184054858508857,0,90.81921500701598,18.76079507951842,2.306978702313252,154.42574514004835,2191.469871190255
890,39.88837683291263,7263.213165360756,3.1311676945828117,11.723185775026408,3,90.81257134012264,80.51175132071802,11.956646704461274,190.11080288330555,2075.9346048558964
856,48.310991023164206,9101.936401984633,3.2443720559991664,5.514804454728379,3,90.75103948271202,12.376714595762655,7.884620317111282,144.94782754493883,2753.953337487961
1910,42.82241957484359,6894.916125603751,4.145259083947152,12.951879883710001,2,90.68464131945018,61.24503872524711,10.562402754733323,87.1151778096555,2077.286873714644
1335,32.44945708583815,2734.632121699598,5.56171488555184,4.055595010828445,1,90.66044513406952,13.576545359102777,8.786875986409715,30,1939.0116107097194
1179,60.40777379397992,5471.397470874108,12.430259623804515,9.425227212406067,1,90.65266052351981,35.95395035618339,17.539602643466274,131.96528824089646,3423.98938934201
982,58.02357736007889,4673.2667937604465,3.8293944852889332,5.533330876316763,1,90.57430019486982,18.54445499837506,6.564961795974613,189.4188183683201,1849.3902078714164
1231,58.46136962446218,3678.206246703631,9.039656770551858,10.043306757500732,3,90.52299357603405,12.525144252178823,11.215926320893656,220.23776239596847,2336.0982881266427
1880,28.03874971501115,9045.354860315532,5.331437452826663,6.616122345785736,1,90.48803234257575,8.887723509557896,11.844253248374086,109.76188465141345,2530.701392232173
2189,47.60191492217396,4067.0004429698506,6.1061551286514915,10.667588687133705,2,90.42931545877596,19.8074153015797,14.65970223202878,288.48878908377003,2330.750727697791
1412,46.643047920996885,4080.8882144603363,7.849031529475936,10.903775388167897,5,90.29491097486437,26.918335572711918,13.566214938105144,148.6396547960547,2734.993799659667
1925,60.451612960156936,9772.024102262523,6.510490497362594,12.802586888755268,2,90.2022005587026,48.746945060263556,14.773840385299904,199.70656734942227,3015.5754250536925
540,41.01284747397738,9154.548992118727,10.739398993204762,13.248646486352065,1,90.20065149608205,37.620381036035674,4.4181485658593544,150.78654659947966,3406.559965830179
968,45.22652958854059,3547.2278993039927,8.16807429014429,9.808907113896822,0,90.0663641675554,20.96651976970791,12.169820668854872,126.27919948876006,2573.8771335605898
1688,23.251924084941155,11422.074011050077,6.9562611887416566,9.98034911853906,3,89.8397052928966,47.11731701603368,13.04729199449609,136.68900373359486,3716.6481435973083
185,36.963085764508534,6452.818204030366,2.3729946106464443,3.2177747780875112,1,89.82449415008037,25.573167957034695,12.409773204790092,140.01344577399246,1984.0777273653996
955,15.735935706600195,3959.4863772626536,1.7504808242373269,5.998962446909411,2,89.80692102144361,16.714699926121906,24.015948736615734,224.13368829605514,2688.088227126704
1437,37.449267219770945,3433.6740462188345,10.205522404042354,9.557611602454825,2,89.79177695766529,56.95508932192792,16.377664318113187,239.34539134865838,3085.449287867264
560,17.8820617467514,3996.377529062296,4.075073566688413,6.621482055556334,1,89.79112875988649,12.404033157121761,10.20517892224933,196.02358275426474,2252.6073573820804
1224,29.88274341510713,7586.983322632284,5.825751436159155,13.44426288184644,2,89.78219162537555,18.424379199999713,12.883933205281105,135.6752144241949,2762.032747850535
1821,41.63135930273655,4102.241961054084,7.36882402556037,8.991507304316434,3,89.7787745970432,34.02781282661827,16.744574570976695,189.91422619484297,2957.690687315163
504,33.827871553000605,6853.764070792364,3.087413948749428,4.927638297233988,1,89.6757701865362,51.3938780658363,13.320106715349269,150.66594557371235,2027.349533436594
901,35.41594191763633,5356.132339961723,2.7294002040589014,6.630936505074911,1,89.67075622652872,22.96353169398478,13.938585457047479,228.61161270238148,1999.4899979494098
253,41.275121584102266,7735.609014498674,4.931648573301613,7.352219631381806,1,89.53942595815245,7.2335141343560725,22.428427228249536,116.45152932471933,3624.889483360463
419,57.32104034248666,5491.317929045567,3.4338752358077964,9.38630497255552,1,89.5044293294642,13.033464823718035,7.706526943818667,106.32445062821364,2693.3193454263424
1147,65.9951337326639,3277.9592867732877,11.992988270144442,2.132522522250393,2,89.49748277245378,18.61403278678919,1.7247915736122472,190.5228986274313,1802.8628215073809
751,40.053617306565286,2636.2618197988477,3.0386636188405842,12.624740372424938,2,89.47365126819761,23.699362545727627,6.396262120896198,162.95323701705604,1937.112770516388
1328,45.50320754051832,6106.091957178622,4.895459384519314,7.872135180178231,2,89.46104114521172,56.708898570133314,14.328093777528562,229.20757423728645,3054.113307687238
1680,33.885540044370536,5350.101941971873,5.2798477101757415,12.481967043070032,1,89.44856477804696,15.35977983954238,8.706303925785155,162.1928716185494,2513.258847138203
1891,44.198071663167475,7102.615329309875,7.008964189128894,8.018971969450115,2,89.42466276081734,21.195979229699297,15.731548936781598,194.22979466773594,3025.9524550867914
720,44.77771901348935,5908.217464581768,5.400223288211656,7.937511796532453,2,89.37106359356754,8.630234278884531,1.72244154686069,143.07509621336598,2405.6350379598225
390,36.99011971063385,7268.172528246233,7.434256262601504,4.714531760261508,1,89.27776761400264,26.325253272325874,7.7419566007656435,104.5761703848666,2647.1315186778547
1521,48.74405259852591,7297.279371804289,3.5226741162749877,5.60060279580959,3,89.26375410177275,57.395210968883674,6.624266812736089,139.57631301687547,2440.1595061653643
160,46.552992518129734,9551.045404807403,6.167912672911455,7.838965684288943,4,89.1869853856598,32.48094114383554,7.190041591257172,136.17611756383155,2593.625363862492
1332,45.091101810354935,4221.255241383453,11.172664049132862,10.72465229250212,1,89.18260896867571,15.65378044964243,5.08456492043458,116.5238405415069,2682.734768914888
2022,39.503853231040026,3315.6197722642937,1.920306037294687,6.625274002937257,3,89.14256587831541,24.95194105638049,3.4590458343522936,133.62535340261113,1676.5969584539248
2134,40.073713520613495,10814.735075658285,3.8370047485250662,5.341579089681306,1,89.1265902770601,11.541680934153193,8.178123507534027,170.16755426772292,2603.2325015403267
897,39.06756626914549,5552.3964985216535,2.684389421355781,11.378637159043045,1,89.07158791725062,9.231829240339982,6.179109728457902,102.19153396365081,2259.0845296893986
894,48.67252473315371,7819.516207739832,3.087430479045957,6.840314879400051,1,89.04909107538275,26.80025537384011,0.5852514305146226,156.93538120256244,1965.179833268616
1138,55.31750099859913,3326.0833218702537,5.574303379034509,8.336704045525872,1,89.04472039837876,24.200994766967998,10.756124971449587,146.10035672123067,1205.2505364945039
2118,43.099182222620925,2533.79960898164,4.586995756176121,6.240868705312389,3,88.83761723808156,14.385124788005022,16.273012136818064,112.9996652470874,2936.4636890298207
1132,45.18435991952378,5657.278242581088,4.659953324169521,10.073505605773661,1,88.82828339317452,27.111469766676656,11.923783722035672,192.5248382514512,2723.8573335285696
1815,65.02835319147886,9414.141588870434,10.338477471397606,4.176062683068126,1,88.82621269870396,47.398130457391694,8.02657286670829,226.57541047105374,2943.408666254212
1445,54.1306047206033,5614.947792221579,9.703439879678353,4.927359634368347,1,88.70167194368136,66.95663324730816,9.20259853986639,194.4205827405104,2517.8973475147864
404,26.994307553599405,8717.772028346633,5.046565951736279,5.894540500373389,1,88.58469837973925,45.131565622271914,13.14072953921424,151.50923488789098,2576.557362552983
1870,41.189004331498666,4874.600445750198,2.3939918543645464,7.395909093336103,2,88.57931575038613,115.32675754223389,18.538672204239152,141.59458119529543,2973.7278685853053
1373,25.538420494267104,11792.587099368571,4.969095658189823,7.281284325635456,1,88.50055114587785,21.518819103661734,10.94174589912701,209.01026842547904,3358.4190677816987
1396,55.32457714236153,12572.509837805197,5.171935170035316,5.704380130194289,3,88.4771324033292,34.46723670332053,6.782384514992359,186.09647045236505,2649.046140651062
673,44.17063144040624,9985.991027106369,6.805641122598383,8.857113340193589,4,88.47664313403317,36.154391434394626,7.250656989575906,211.53218590758274,2690.7031130672553
1754,47.179399438548764,3570.260000604641,4.511782020733833,16.985391091088246,3,88.462887160764,38.88911584428699,21.031507341494027,228.19265390054952,3800.108260064168
1615,39.80454386719778,3009.9328621191007,4.353386459867499,5.1055186341114,1,88.42868977372851,40.888194421531665,15.091179254242402,188.211266020818,2305.800894059902
1936,42.825125645805805,6271.840767207941,5.645028114732435,5.367036995262346,3,88.41399889904082,4.044247259803479,13.374247897473296,184.4625860111935,2987.831655328208
2144,35.86104300205225,2644.830784111136,7.159242958225851,5.495866042947721,3,88.34974531836203,55.06361326542062,14.101091204311032,147.33684180230318,1919.3273749844536
333,31.331451749079648,7399.372571372609,1.7331331792313027,9.780930248729607,3,88.348739785828,9.518906841323018,13.044647732074537,265.3573254298061,2418.2730723636423
451,55.69711919145603,5508.630133942881,2.7400105303523783,11.20398419980437,2,88.34370259288411,22.78029999293438,7.250981111914383,137.4258481118609,2081.632311382409
796,43.799138125347945,7381.678510530312,3.0677962383528374,9.267286337803988,4,88.32658651340302,20.56110947364015,13.616843047744954,188.01423318506528,2535.472003050646
2179,56.68588918830791,10652.911566370272,1.6986728234958997,4.633741658307213,2,88.29898490399262,43.264589878117604,12.700758903604308,127.13944989280172,2283.5554750978386
1600,43.13601798430059,4964.569195675927,1.924825583666633,9.388478138437772,2,88.25308659502362,46.97043332788625,15.823569273935037,80.26988325996828,2251.6233411272738
572,39.056322911789614,4909.051716635229,4.2954863059795665,12.06202720580678,2,88.24552860466068,28.740405300805463,16.60981555883771,142.4058115413958,3158.6712472197787
89,40.177786061134356,10240.374092905118,1.8500202617051051,4.880695552785531,0,88.21807752295948,39.92651312954522,1.7482423792201303,186.09185988216606,2671.162893417589
2088,46.072150027552254,13987.684057201226,4.516722516621041,6.072074400599484,1,88.14822223704932,13.465903694132585,12.482771321481048,220.27286157738985,3298.444706485037
1262,44.06933808615051,4413.97243243841,7.406692516524796,7.794601599289508,1,88.1108172823484,106.86745074767208,8.346682721315892,220.95636801167737,2824.2495089796525
544,40.430760754092745,6301.184684778915,2.987216746550214,4.1320207063028676,1,88.03741912035366,106.9276171539823,9.057184139158252,231.6790515096668,1930.6156606285851
1922,26.430513008447214,8562.799585746725,3.27031243603898,13.257859773618287,2,88.00078150830925,86.5589468859624,12.197810939847304,167.96441701920614,2650.9920012856123
2040,40.90341517123783,7265.97664977986,3.0035215976531586,9.437683909386733,1,88.00028863181296,25.82064643693336,11.364985039685802,164.96162119846792,2728.3360082455283
1883,22.445629327202692,4203.691879138408,5.20921428793789,9.840532080531144,2,87.99295085135925,31.10698357991145,9.292979638323391,215.77117335681933,2233.626901560945
1100,42.3866563732956,4506.287800106163,5.342704823937075,17.473268551475485,1,87.94688347359549,26.28330259156328,17.055422531615832,82.63909599748699,2886.503359814572
1553,51.48880934978814,7176.8700987133,7.6440637839115935,10.950691696051459,1,87.94377743553261,7.877431860012949,9.00570478555765,219.43128542689266,2809.301215300056
1707,26.961243294517022,4668.163949928542,3.0124966962624233,1.2477632144555377,3,87.92005689621502,40.60346331141902,8.611182674610628,185.8894034222382,1961.0526259570622
531,23.986187667613823,5783.126362710261,2.7336863252226977,5.2170841605007965,2,87.87252677759486,29.929908004856387,17.43389863384231,169.16160040299286,2460.307084694475
125,58.3869447743141,2720.733334124478,10.810025550354416,6.760406141073213,2,87.84283806543927,14.431124149065802,10.699128617163684,100.63318677710532,2151.606026095769
1287,35.817209373788685,2780.5513925332416,2.608885119633797,5.959868515475329,2,87.79512092084252,27.562513794804563,14.208946621388808,171.40317348647483,2235.723136450134
1610,59.1034801412985,6870.210932277024,4.778366348291432,10.402560291853588,3,87.61666158717759,18.887903486416384,6.320861533405339,189.49889496390125,2471.743213584718
1204,54.780972193512454,4850.264750465589,6.680660237384474,8.620206774835207,1,87.588735711968,22.04861490534582,11.33712245492692,223.41486873874254,2430.7224225498762
1484,47.42611556733538,6809.709576849924,2.5382629614152648,7.717859865350995,0,87.55724505336997,59.43715815823523,18.915811873073032,167.07361857695705,2732.4295257119766
2105,52.267606846014836,2949.6565419359513,3.1105132130604307,5.024525428900086,1,87.49716364516924,35.30312215737081,9.112610102025027,140.03011535358746,2027.8895704221407
1937,32.32993054134552,3668.9237089361845,4.433371736809746,7.09063199190223,1,87.40529834865511,27.005609845145393,12.739336465491274,212.66041766622777,2777.5261183505004
713,32.8464390782867,9968.12694171169,6.9334035079363785,8.040564278380598,3,87.3865436904042,58.34298889717494,7.826348447183153,68.3680317772648,2384.0133355180137
